word	nodeType	unit
change	NOUN	hack11a
routing	NOUN	hack11a
telephone	NOUN	hack11a
number	NOUN	hack11a
change	NOUN	hack11a
service	NOUN	hack11a
order	NOUN	hack11a
activity	NOUN	hack11a
service	NOUN	hack11a
address	NOUN	hack11a
change	NOUN	hack11a
file	NOUN	hack11a
installation	NOUN	hack11a
repair	NOUN	hack11a
equipment	NOUN	hack11a
equipment	NOUN	hack11a
datum	NOUN	hack11a
set	NOUN	hack11a
cable	NOUN	hack11a
set	NOUN	hack11a
equipment	NOUN	hack11a
vendor	NOUN	hack11a
maintenance	NOUN	hack11a
test	NOUN	hack11a
kit	NOUN	hack11a
part	NOUN	hack11a
maintenance	NOUN	hack11a
test	NOUN	hack11a
gear	NOUN	hack11a
datum	NOUN	hack11a
set	NOUN	hack11a
part	NOUN	hack11a
trouble	NOUN	hack11a
contact	NOUN	hack11a
trouble	NOUN	hack11a
customer	NOUN	hack11a
trouble	NOUN	hack11a
organization	NOUN	hack11a
handling	NOUN	hack11a
status	NOUN	hack11a
trouble	NOUN	hack11a
trouble	NOUN	hack11a
customer	NOUN	hack11a
trouble	NOUN	hack11a
track	NOUN	hack11a
trouble	NOUN	hack11a
trouble	NOUN	hack11a
node	NOUN	hack11a
host	NOUN	hack11a
circuit	NOUN	hack11a
circuit	NOUN	hack11a
company	NOUN	hack11a
property	NOUN	hack11a
computer	NOUN	hack11a
hardware	NOUN	hack11a
site	NOUN	hack11a
system	NOUN	hack11a
system	NOUN	hack11a
problem	NOUN	hack11a
personnel	NOUN	hack11a
software	NOUN	hack11a
program	NOUN	hack11a
datum	NOUN	hack11a
base	NOUN	hack11a
direction	NOUN	hack11a
maintenance	NOUN	hack11a
computer	NOUN	hack11a
interface	NOUN	hack11a
computer	NOUN	hack11a
function	NOUN	hack11a
mmoc	NOUN	hack11a
site	NOUN	hack11a
site	NOUN	hack11a
testing	NOUN	hack11a
node	NOUN	hack11a
host	NOUN	hack11a
circuit	NOUN	hack11a
mmoc	NOUN	hack11a
datum	NOUN	hack11a
network	NOUN	hack11a
trouble	NOUN	hack11a
trouble	NOUN	hack11a
clearing	NOUN	hack11a
procedure	NOUN	hack11a
referral	NOUN	hack11a
subscriber	NOUN	hack11a
trouble	NOUN	hack11a
subscriber	NOUN	hack11a
line	NOUN	hack11a
problem	NOUN	hack11a
role	NOUN	hack11a
operation	NOUN	hack11a
computer	NOUN	hack11a
software	NOUN	hack11a
z	NOUN	hack11a
trouble	NOUN	hack11a
analysis	NOUN	hack11a
information	NOUN	hack11a
performance	NOUN	hack11a
system	NOUN	hack11a
analysis	NOUN	hack11a
inquiry	NOUN	hack11a
trouble	NOUN	hack11a
report	NOUN	hack11a
referral	NOUN	hack11a
network	NOUN	hack11a
trouble	NOUN	hack11a
processing	NOUN	hack11a
change	NOUN	hack11a
information	NOUN	hack11a
input	NOUN	hack11a
processing	NOUN	hack11a
computer	NOUN	hack11a
datum	NOUN	hack11a
base	NOUN	hack11a
error	NOUN	hack11a
file	NOUN	hack11a
investigation	NOUN	hack11a
correction	NOUN	hack11a
system	NOUN	hack11a
implementation	NOUN	hack11a
maintenance	NOUN	hack11a
effort	NOUN	hack11a
assist	NOUN	hack11a
development	NOUN	hack11a
procedure	NOUN	hack11a
training	NOUN	hack11a
education	NOUN	hack11a
information	NOUN	hack11a
group	NOUN	hack11a
group	NOUN	hack11a
trouble	NOUN	hack11a
trouble	NOUN	hack11a
status	NOUN	hack11a
trouble	NOUN	hack11a
group	NOUN	hack11a
status	NOUN	hack11a
customer	NOUN	hack11a
group	NOUN	hack11a
trouble	NOUN	hack11a
site	NOUN	hack11a
trouble	NOUN	hack11a
group	NOUN	hack11a
circuit	NOUN	hack11a
customer	NOUN	hack11a
report	NOUN	hack11a
psap	NOUN	hack11a
duplicate	NOUN	hack11a
reporting	NOUN	hack11a
trouble	NOUN	hack11a
outage	NOUN	hack11a
escalation	NOUN	hack11a
procedure	NOUN	hack11a
hour	NOUN	hack11a
hour	NOUN	hack11a
mmoc	NOUN	hack11a
circuit	NOUN	hack11a
trouble	NOUN	hack11a
person	NOUN	hack11a
trouble	NOUN	hack11a
circuit	NOUN	hack11a
name	NOUN	hack11a
address	NOUN	hack11a
trouble	NOUN	hack11a
circuit	NOUN	hack11a
instance	NOUN	hack11a
caller	NOUN	hack11a
circuit	NOUN	hack11a
circuit	NOUN	hack11a
profile	NOUN	hack11a
circumstance	NOUN	hack11a
trouble	NOUN	hack11a
trouble	NOUN	hack11a
assistance	NOUN	hack11a
trouble	NOUN	hack11a
report	NOUN	hack11a
caller	NOUN	hack11a
test	NOUN	hack11a
trouble	NOUN	hack11a
handoff	NOUN	hack11a
organization	NOUN	hack11a
criterion	NOUN	hack11a
equipment	NOUN	hack11a
problem	NOUN	hack11a
problem	NOUN	hack11a
network	NOUN	hack11a
problem	NOUN	hack11a
trunk	NOUN	hack11a
group	NOUN	hack11a
number	NOUN	hack11a
psap	NOUN	hack11a
report	NOUN	hack11a
psap	NOUN	hack11a
mmoc	NOUN	hack11a
computer	NOUN	hack11a
problem	NOUN	hack11a
testing	NOUN	hack11a
status	NOUN	hack11a
trouble	NOUN	hack11a
customer	NOUN	hack11a
company	NOUN	hack11a
contact	NOUN	hack11a
group	NOUN	hack11a
maintenance	NOUN	hack11a
responsibility	NOUN	hack11a
trouble	NOUN	hack11a
request	NOUN	hack11a
maintenance	NOUN	hack11a
subcommittee	NOUN	hack11a
service	NOUN	hack11a
trouble	NOUN	hack11a
priority	NOUN	hack11a
type	NOUN	hack11a
report	NOUN	hack11a
link	NOUN	hack11a
priority	NOUN	hack11a
trouble	NOUN	hack11a
trouble	NOUN	hack11a
controller	NOUN	hack11a
controller	NOUN	hack11a
equipment	NOUN	hack11a
ani	NOUN	hack11a
display	NOUN	hack11a
screen	NOUN	hack11a
condition	NOUN	hack11a
screen	NOUN	hack11a
call	NOUN	hack11a
screen	NOUN	hack11a
screen	NOUN	hack11a
zero	NOUN	hack11a
screen	NOUN	hack11a
call	NOUN	hack11a
voice	NOUN	hack11a
contact	NOUN	hack11a
caller	NOUN	hack11a
voice	NOUN	hack11a
contact	NOUN	hack11a
trouble	NOUN	hack11a
call	NOUN	hack11a
routing	NOUN	hack11a
call	NOUN	hack11a
condition	NOUN	hack11a
screen	NOUN	hack11a
voice	NOUN	hack11a
contact	NOUN	hack11a
caller	NOUN	hack11a
report	NOUN	hack11a
dispatch	NOUN	hack11a
condition	NOUN	hack11a
screen	NOUN	hack11a
call	NOUN	hack11a
other	NOUN	hack11a
trouble	NOUN	hack11a
dispatch	NOUN	hack11a
trouble	NOUN	hack11a
piece	NOUN	hack11a
equipment	NOUN	hack11a
customer	NOUN	hack11a
premise	NOUN	hack11a
ani	NOUN	hack11a
failure	NOUN	hack11a
zero	NOUN	hack11a
tandem	NOUN	hack11a
office	NOUN	hack11a
controller	NOUN	hack11a
alarm	NOUN	hack11a
ani	NOUN	hack11a
controller	NOUN	hack11a
failure	NOUN	hack11a
trunk	NOUN	hack11a
condition	NOUN	hack11a
equipment	NOUN	hack11a
trouble	NOUN	hack11a
subscriber	NOUN	hack11a
zero	NOUN	hack11a
call	NOUN	hack11a
alarm	NOUN	hack11a
tester	NOUN	hack11a
condition	NOUN	hack11a
action	NOUN	hack11a
tester	NOUN	hack11a
testing	NOUN	hack11a
problem	NOUN	hack11a
dispatch	NOUN	hack11a
condition	NOUN	hack11a
equipment	NOUN	hack11a
troublesweep	NOUN	hack11a
psap	NOUN	hack11a
ani	NOUN	hack11a
failure	NOUN	hack11a
inquiry	NOUN	hack11a
trouble	NOUN	hack11a
ticket	NOUN	hack11a
paper	NOUN	hack11a
group	NOUN	hack11a
center	NOUN	hack11a
telephone	NOUN	hack11a
number	NOUN	hack11a
condition	NOUN	hack11a
report	NOUN	hack11a
ani	NOUN	hack11a
failure	NOUN	hack11a
end	NOUN	hack11a
office	NOUN	hack11a
denote	NOUN	hack11a
office	NOUN	hack11a
trouble	NOUN	hack11a
condition	NOUN	hack11a
end	NOUN	hack11a
office	NOUN	hack11a
office	NOUN	hack11a
tandem	NOUN	hack11a
trunk	NOUN	hack11a
type	NOUN	hack11a
condition	NOUN	hack11a
report	NOUN	hack11a
office	NOUN	hack11a
note	NOUN	hack11a
trunk	NOUN	hack11a
tandem	NOUN	hack11a
office	NOUN	hack11a
trouble	NOUN	hack11a
note	NOUN	hack11a
inquiry	NOUN	hack11a
form	NOUN	hack11a
ani	NOUN	hack11a
failure	NOUN	hack11a
trouble	NOUN	hack11a
time	NOUN	hack11a
address	NOUN	hack11a
address	NOUN	hack11a
display	NOUN	hack11a
screen	NOUN	hack11a
blank	NOUN	hack11a
call	NOUN	hack11a
record	NOUN	hack11a
datum	NOUN	hack11a
base	NOUN	hack11a
ani	NOUN	hack11a
failure	NOUN	hack11a
screen	NOUN	hack11a
display	NOUN	hack11a
condition	NOUN	hack11a
condition	NOUN	hack11a
screen	NOUN	hack11a
screen	NOUN	hack11a
condition	NOUN	hack11a
screen	NOUN	hack11a
screen	NOUN	hack11a
information	NOUN	hack11a
screen	NOUN	hack11a
information	NOUN	hack11a
circuit	NOUN	hack11a
trouble	NOUN	hack11a
computer	NOUN	hack11a
trouble	NOUN	hack11a
restoral	NOUN	hack11a
note	NOUN	hack11a
call	NOUN	hack11a
problem	NOUN	hack11a
host	NOUN	hack11a
circuit	NOUN	hack11a
computer	NOUN	hack11a
trouble	NOUN	hack11a
mmoc	NOUN	hack11a
trouble	NOUN	hack11a
condition	NOUN	hack11a
ani	NOUN	hack11a
controller	NOUN	hack11a
display	NOUN	hack11a
alarm	NOUN	hack11a
trouble	NOUN	hack11a
condition	NOUN	hack11a
portion	NOUN	hack11a
system	NOUN	hack11a
attendant	NOUN	hack11a
equipment	NOUN	hack11a
function	NOUN	hack11a
call	NOUN	hack11a
dispatch	NOUN	hack11a
I&M.	NOUN	hack11a
equipment	NOUN	hack11a
vendor	NOUN	hack11a
note	NOUN	hack11a
trouble	NOUN	hack11a
vendor	NOUN	hack11a
equipment	NOUN	hack11a
equipment	NOUN	hack11a
representative	NOUN	hack11a
information	NOUN	hack11a
exception	NOUN	hack11a
item	NOUN	hack11a
vendor	NOUN	hack11a
information	NOUN	hack11a
profile	NOUN	hack11a
sheet	NOUN	hack11a
controller	NOUN	hack11a
host	NOUN	hack11a
computer	NOUN	hack11a
equipment	NOUN	hack11a
trouble	NOUN	hack11a
equipment	NOUN	hack11a
dispatch	NOUN	hack11a
circuit	NOUN	hack11a
computer	NOUN	hack11a
trouble	NOUN	hack11a
circuit	NOUN	hack11a
circuit	NOUN	hack11a
condition	NOUN	hack11a
emergency	NOUN	hack11a
failure	NOUN	hack11a
circuit	NOUN	hack11a
problem	NOUN	hack11a
location	NOUN	hack11a
computer	NOUN	hack11a
note	NOUN	hack11a
customer	NOUN	hack11a
problem	NOUN	hack11a
circuit	NOUN	hack11a
customer	NOUN	hack11a
trouble	NOUN	hack11a
link	NOUN	hack11a
notification	NOUN	hack11a
screen	NOUN	hack11a
trouble	NOUN	hack11a
company	NOUN	hack11a
employee	NOUN	hack11a
customer	NOUN	hack11a
trouble	NOUN	hack11a
report	NOUN	hack11a
information	NOUN	hack11a
trouble	NOUN	hack11a
company	NOUN	hack11a
employee	NOUN	hack11a
trouble	NOUN	hack11a
personnel	NOUN	hack11a
trouble	NOUN	hack11a
printout	NOUN	hack11a
host	NOUN	hack11a
subscriber	NOUN	hack11a
complaint	NOUN	hack11a
information	NOUN	hack11a
customer	NOUN	hack11a
line	NOUN	hack11a
example	NOUN	hack11a
subscriber	NOUN	hack11a
report	NOUN	hack11a
subscriber	NOUN	hack11a
line	NOUN	hack11a
testing	NOUN	hack11a
line	NOUN	hack11a
trouble	NOUN	hack11a
trouble	NOUN	hack11a
condition	NOUN	hack11a
subscriber	NOUN	hack11a
verification	NOUN	hack11a
report	NOUN	hack11a
tandem	NOUN	hack11a
office	NOUN	hack11a
investigation	NOUN	hack11a
resolution	NOUN	hack11a
trouble	NOUN	hack11a
information	NOUN	hack11a
end	NOUN	hack11a
reader	NOUN	hack11a
document	NOUN	hack11a
deal	NOUN	hack11a
fun	NOUN	hack11a
expense	NOUN	hack11a
bureaucrat	NOUN	hack11a
ese	NOUN	hack11a
opacity	NOUN	hack11a
thing	NOUN	hack11a
coma	NOUN	hack11a
machine	NOUN	hack11a
human	NOUN	hack11a
practice	NOUN	hack11a
thinking	NOUN	hack11a
consciousness	NOUN	hack11a
ability	NOUN	hack11a
document	NOUN	hack11a
interest	NOUN	hack11a
student	NOUN	hack11a
sclerosis	NOUN	hack11a
document	NOUN	hack11a
page	NOUN	hack11a
form	NOUN	hack11a
reader	NOUN	hack11a
statement	NOUN	hack11a
fact	NOUN	hack11a
nature	NOUN	hack11a
software	NOUN	hack11a
computer	NOUN	hack11a
code	NOUN	hack11a
document	NOUN	hack11a
computer	NOUN	hack11a
programming	NOUN	hack11a
language	NOUN	hack11a
sentence	NOUN	hack11a
noun	NOUN	hack11a
punctuation	NOUN	hack11a
system	NOUN	hack11a
way	NOUN	hack11a
system	NOUN	hack11a
access	NOUN	hack11a
code	NOUN	hack11a
document	NOUN	hack11a
computer	NOUN	hack11a
password	NOUN	hack11a
distance	NOUN	hack11a
service	NOUN	hack11a
telco	NOUN	hack11a
station	NOUN	hack11a
computer	NOUN	hack11a
modem	NOUN	hack11a
purpose	NOUN	hack11a
study	NOUN	hack11a
document	NOUN	hack11a
machinery	NOUN	hack11a
document	NOUN	hack11a
unit	NOUN	hack11a
telco	NOUN	hack11a
bureaucracy	NOUN	hack11a
center	NOUN	hack11a
responsibility	NOUN	hack11a
service	NOUN	hack11a
unit	NOUN	hack11a
telco	NOUN	hack11a
bureaucracy	NOUN	hack11a
chain	NOUN	hack11a
command	NOUN	hack11a
hierarchy	NOUN	hack11a
customer	NOUN	hack11a
complaint	NOUN	hack11a
equipment	NOUN	hack11a
failure	NOUN	hack11a
report	NOUN	hack11a
maintenance	NOUN	hack11a
subcommittee	NOUN	hack11a
order	NOUN	hack11a
order	NOUN	hack11a
document	NOUN	hack11a
roadmap	NOUN	hack11a
computer	NOUN	hack11a
document	NOUN	hack11a
roadmap	NOUN	hack11a
aid	NOUN	hack11a
computer	NOUN	hack11a
system	NOUN	hack11a
document	NOUN	hack11a
aid	NOUN	hack11a
people	NOUN	hack11a
document	NOUN	hack11a
study	NOUN	hack11a
document	NOUN	hack11a
document	NOUN	hack11a
telco	NOUN	hack11a
employee	NOUN	hack11a
people	NOUN	hack11a
phone	NOUN	hack11a
communication	NOUN	hack11a
language	NOUN	hack11a
phone	NOUN	hack11a
engineer	NOUN	hack11a
telco	NOUN	hack11a
people	NOUN	hack11a
havoc	NOUN	hack11a
one	NOUN	hack11a
tie	NOUN	hack11a
community	NOUN	hack11a
people	NOUN	hack11a
community	NOUN	hack11a
self	NOUN	hack11a
gut	NOUN	hack11a
level	NOUN	hack11a
threat	NOUN	hack11a
phrack	NOUN	hack11a
magazine	NOUN	hack11a
struggle	NOUN	hack11a
control	NOUN	hack11a
telco	NOUN	hack11a
language	NOUN	hack11a
control	NOUN	hack11a
knowledge	NOUN	hack11a
struggle	NOUN	hack11a
membrane	NOUN	hack11a
differentiation	NOUN	hack11a
wall	NOUN	hack11a
telco	NOUN	hack11a
community	NOUN	hack11a
ivory	NOUN	hack11a
jargon	NOUN	hack11a
professional	NOUN	hack11a
charlatan	NOUN	hack11a
thief	NOUN	hack11a
upstart	NOUN	hack11a
prosecution	NOUN	hack11a
fact	NOUN	hack11a
reference	NOUN	hack11a
threat	NOUN	hack11a
professional	NOUN	hack11a
hacker	NOUN	hack11a
engineering	NOUN	hack11a
trial	NOUN	hack11a
telecommunication	NOUN	hack11a
expert	NOUN	hack11a
trial	NOUN	hack11a
access	NOUN	hack11a
device	NOUN	hack11a
fraud	NOUN	hack11a
transportation	NOUN	hack11a
property	NOUN	hack11a
trial	NOUN	hack11a
document	NOUN	hack11a
ten	NOUN	hack11a
thousand	NOUN	hack11a
dollar	NOUN	hack11a
conclusion	NOUN	hack11a
defense	NOUN	hack11a
team	NOUN	hack11a
box	NOUN	hack11a
material	NOUN	hack11a
engineering	NOUN	hack11a
library	NOUN	hack11a
trial	NOUN	hack11a
defense	NOUN	hack11a
team	NOUN	hack11a
dozen	NOUN	hack11a
attorney	NOUN	hack11a
computer	NOUN	hack11a
security	NOUN	hack11a
expert	NOUN	hack11a
line	NOUN	hack11a
line	NOUN	hack11a
afternoon	NOUN	hack11a
woman	NOUN	hack11a
service	NOUN	hack11a
manager	NOUN	hack11a
author	NOUN	hack11a
author	NOUN	hack11a
staff	NOUN	hack11a
manager	NOUN	hack11a
blame	NOUN	hack11a
telco	NOUN	hack11a
staff	NOUN	hack11a
people	NOUN	hack11a
maintenance	NOUN	hack11a
personnel	NOUN	hack11a
document	NOUN	hack11a
author	NOUN	hack11a
committee	NOUN	hack11a
block	NOUN	hack11a
witness	NOUN	hack11a
prosecution	NOUN	hack11a
structure	NOUN	hack11a
system	NOUN	hack11a
chart	NOUN	hack11a
turn	NOUN	hack11a
stamp	NOUN	hack11a
document	NOUN	hack11a
thousand	NOUN	hack11a
document	NOUN	hack11a
company	NOUN	hack11a
company	NOUN	hack11a
document	NOUN	hack11a
nature	NOUN	hack11a
charge	NOUN	hack11a
security	NOUN	hack11a
publication	NOUN	hack11a
security	NOUN	hack11a
protection	NOUN	hack11a
matter	NOUN	hack11a
subject	NOUN	hack11a
matter	NOUN	hack11a
stamp	NOUN	hack11a
document	NOUN	hack11a
stamp	NOUN	hack11a
chart	NOUN	hack11a
mechanic	NOUN	hack11a
system	NOUN	hack11a
information	NOUN	hack11a
chart	NOUN	hack11a
psap	NOUN	hack11a
node	NOUN	hack11a
end	NOUN	hack11a
switch	NOUN	hack11a
chart	NOUN	hack11a
street	NOUN	hack11a
notion	NOUN	hack11a
confusion	NOUN	hack11a
chart	NOUN	hack11a
fact	NOUN	hack11a
phrack	NOUN	hack11a
size	NOUN	hack11a
half	NOUN	hack11a
information	NOUN	hack11a
text	NOUN	hack11a
file	NOUN	hack11a
bit	NOUN	hack11a
knowledge	NOUN	hack11a
document	NOUN	hack11a
fact	NOUN	hack11a
public	NOUN	hack11a
computer	NOUN	hack11a
phone	NOUN	hack11a
number	NOUN	hack11a
telco	NOUN	hack11a
personnel	NOUN	hack11a
maintenance	NOUN	hack11a
subcommittee	NOUN	hack11a
-	NOUN	hack11a
information	NOUN	hack11a
witness	NOUN	hack11a
catalog	NOUN	hack11a
thousand	NOUN	hack11a
document	NOUN	hack11a
catalog	NOUN	hack11a
credit	NOUN	hack11a
card	NOUN	hack11a
toll	NOUN	hack11a
number	NOUN	hack11a
document	NOUN	hack11a
customer	NOUN	hack11a
question	NOUN	hack11a
instance	NOUN	hack11a
interface	NOUN	hack11a
witness	NOUN	hack11a
copy	NOUN	hack11a
catalog	NOUN	hack11a
information	NOUN	hack11a
system	NOUN	hack11a
phrack	NOUN	hack11a
look	NOUN	hack11a
look	NOUN	hack11a
document	NOUN	hack11a
information	NOUN	hack11a
system	NOUN	hack11a
phrack	NOUN	hack11a
phrack	NOUN	hack11a
phrack	NOUN	hack11a
phrack	NOUN	hack11a
document	NOUN	hack11a
question	NOUN	hack11a
point	NOUN	hack11a
prosecution	NOUN	hack11a
case	NOUN	hack11a
confusion	NOUN	hack11a
phrack	NOUN	hack11a
document	NOUN	hack11a
company	NOUN	hack11a
computer	NOUN	hack11a
company	NOUN	hack11a
text	NOUN	hack11a
file	NOUN	hack11a
colleague	NOUN	hack11a
labor	NOUN	hack11a
value	NOUN	hack11a
document	NOUN	hack11a
smithereen	NOUN	hack11a
grand	NOUN	hack11a
buck	NOUN	hack11a
menace	NOUN	hack11a
instant	NOUN	hack11a
scarecrow	NOUN	hack11a
material	NOUN	hack11a
credit	NOUN	hack11a
card	NOUN	hack11a
phone	NOUN	hack11a
information	NOUN	hack11a
people	NOUN	hack11a
catalog	NOUN	hack11a
number	NOUN	hack11a
phreak	NOUN	hack11a
friend	NOUN	hack11a
phrack	NOUN	hack11a
contributor	NOUN	hack11a
defense	NOUN	hack11a
scene	NOUN	hack11a
time	NOUN	hack11a
dumpster	NOUN	hack11a
hand	NOUN	hack11a
hand	NOUN	hack11a
hand	NOUN	hack11a
hacker	NOUN	hack11a
mercy	NOUN	hack11a
hand	NOUN	hack11a
property	NOUN	hack11a
telephone	NOUN	hack11a
trivium	NOUN	hack11a
underground	NOUN	hack11a
heap	NOUN	hack11a
rich	NOUN	hack11a
ivory	NOUN	hack11a
tower	NOUN	hack11a
telco	NOUN	hack11a
up	NOUN	hack11a
fog	NOUN	hack11a
obscurity	NOUN	hack11a
window	NOUN	hack11a
door	NOUN	hack11a
one	NOUN	hack11a
nail	NOUN	hack11a
coffin	NOUN	hack11a
issue	NOUN	hack11a
industry	NOUN	hack11a
journal	NOUN	hack11a
month	NOUN	hack11a
year	NOUN	hack11a
issue	NOUN	hack11a
update	NOUN	hack11a
galaxy	NOUN	hack11a
detail	NOUN	hack11a
service	NOUN	hack11a
glossary	NOUN	hack11a
phrack's.	NOUN	hack11a
trial	NOUN	hack11a
momentum	NOUN	hack11a
interrogation	NOUN	hack11a
admission	NOUN	hack11a
court	NOUN	hack11a
record	NOUN	hack11a
side	NOUN	hack11a
issue	NOUN	hack11a
piece	NOUN	hack11a
software	NOUN	hack11a
log	NOUN	hack11a
sequence	NOUN	hack11a
password	NOUN	hack11a
software	NOUN	hack11a
property	NOUN	hack11a
alteration	NOUN	hack11a
device	NOUN	hack11a
computer	NOUN	hack11a
break	NOUN	hack11a
in	NOUN	hack11a
theft	NOUN	hack11a
piece	NOUN	hack11a
software	NOUN	hack11a
group	NOUN	hack11a
prison	NOUN	hack11a
relevance	NOUN	hack11a
case	NOUN	hack11a
program	NOUN	hack11a
software	NOUN	hack11a
theft	NOUN	hack11a
password	NOUN	hack11a
trapper	NOUN	hack11a
day	NOUN	hack11a
offensive	NOUN	hack11a
libertarian	NOUN	hack11a
weaponry	NOUN	hack11a
action	NOUN	hack11a
section	NOUN	hack11a
crime	NOUN	hack11a
authorization	NOUN	hack11a
facility	NOUN	hack11a
communication	NOUN	hack11a
service	NOUN	hack11a
heart	NOUN	hack11a
law	NOUN	hack11a
protection	NOUN	hack11a
telephone	NOUN	hack11a
channel	NOUN	hack11a
communication	NOUN	hack11a
penalty	NOUN	hack11a
amateur	NOUN	hack11a
snoop	NOUN	hack11a
difficulty	NOUN	hack11a
bugging	NOUN	hack11a
activity	NOUN	hack11a
police	NOUN	hack11a
person	NOUN	hack11a
jury	NOUN	hack11a
subpoena	NOUN	hack11a
pursuit	NOUN	hack11a
software	NOUN	hack11a
ring	NOUN	hack11a
provider	NOUN	hack11a
computing	NOUN	hack11a
service	NOUN	hack11a
notice	NOUN	hack11a
government	NOUN	hack11a
subpoena	NOUN	hack11a
node	NOUN	hack11a
notice	NOUN	hack11a
crime	NOUN	hack11a
judge	NOUN	hack11a
permission	NOUN	hack11a
topic	NOUN	hack11a
misdeed	NOUN	hack11a
bulletin	NOUN	hack11a
board	NOUN	hack11a
purview	NOUN	hack11a
motion	NOUN	hack11a
government	NOUN	hack11a
cross-	NOUN	hack11a
examination	NOUN	hack11a
point	NOUN	hack11a
offensive	NOUN	hack11a
assault	NOUN	hack11a
legality	NOUN	hack11a
action	NOUN	hack11a
suggestion	NOUN	hack11a
law	NOUN	hack11a
account	NOUN	hack11a
case	NOUN	hack11a
contradiction	NOUN	hack11a
value	NOUN	hack11a
fact	NOUN	hack11a
month	NOUN	hack11a
knowledge	NOUN	hack11a
afternoon	NOUN	hack11a
prosecution	NOUN	hack11a
case	NOUN	hack11a
partner	NOUN	hack11a
fraud	NOUN	hack11a
scheme	NOUN	hack11a
charge	NOUN	hack11a
conspiracy	NOUN	hack11a
charge	NOUN	hack11a
wire	NOUN	hack11a
fraud	NOUN	hack11a
charge	NOUN	hack11a
transportation	NOUN	hack11a
property	NOUN	hack11a
wire	NOUN	hack11a
fraud	NOUN	hack11a
charge	NOUN	hack11a
property	NOUN	hack11a
charge	NOUN	hack11a
year	NOUN	hack11a
customer	NOUN	hack11a
question	NOUN	hack11a
mumble	NOUN	hack11a
voice	NOUN	hack11a
end	NOUN	hack11a
sentence	NOUN	hack11a
drug	NOUN	hack11a
problem	NOUN	hack11a
amphetamine	NOUN	hack11a
cocaine	NOUN	hack11a
jury	NOUN	hack11a
hacker	NOUN	hack11a
lowlife	NOUN	hack11a
character	NOUN	hack11a
credibility	NOUN	hack11a
drug	NOUN	hack11a
memory	NOUN	hack11a
fact	NOUN	hack11a
name	NOUN	hack11a
trial	NOUN	hack11a
fact	NOUN	hack11a
hacker	NOUN	hack11a
career	NOUN	hack11a
member	NOUN	hack11a
code	NOUN	hack11a
station	NOUN	hack11a
call	NOUN	hack11a
pirate	NOUN	hack11a
bulletin	NOUN	hack11a
board	NOUN	hack11a
computer	NOUN	hack11a
member	NOUN	hack11a
computer	NOUN	hack11a
computer	NOUN	hack11a
one	NOUN	hack11a
hacker	NOUN	hack11a
maven	NOUN	hack11a
skill	NOUN	hack11a
ability	NOUN	hack11a
computer	NOUN	hack11a
magazine	NOUN	hack11a
case	NOUN	hack11a
indictment	NOUN	hack11a
information	NOUN	hack11a
inception	NOUN	hack11a
trial	NOUN	hack11a
prosecution	NOUN	hack11a
action	NOUN	hack11a
juror	NOUN	hack11a
mistrial	NOUN	hack11a
man	NOUN	hack11a
defense	NOUN	hack11a
cost	NOUN	hack11a
family	NOUN	hack11a
month	NOUN	hack11a
life	NOUN	hack11a
anguish	NOUN	hack11a
friend	NOUN	hack11a
criminal	NOUN	hack11a
lawyer	NOUN	hack11a
dollar	NOUN	hack11a
payment	NOUN	hack11a
defense	NOUN	hack11a
trial	NOUN	hack11a
motion	NOUN	hack11a
expungement	NOUN	hack11a
sealing	NOUN	hack11a
indictment	NOUN	hack11a
record	NOUN	hack11a
fingerprint	NOUN	hack11a
photograph	NOUN	hack11a
record	NOUN	hack11a
arrest	NOUN	hack11a
processing	NOUN	hack11a
indictment	NOUN	hack11a
paper	NOUN	hack11a
document	NOUN	hack11a
computer	NOUN	hack11a
record	NOUN	hack11a
school	NOUN	hack11a
lawyer	NOUN	hack11a
justice	NOUN	hack11a
system	NOUN	hack11a
work	NOUN	hack11a
enthusiasm	NOUN	hack11a
power	NOUN	hack11a
writing	NOUN	hack11a
researcher	NOUN	hack11a
outcome	NOUN	hack11a
trial	NOUN	hack11a
voice	NOUN	hack11a
wilderness	NOUN	hack11a
medium	NOUN	hack11a
darling	NOUN	hack11a
frontier	NOUN	hack11a
case	NOUN	hack11a
triumph	NOUN	hack11a
principle	NOUN	hack11a
issue	NOUN	hack11a
freedom	NOUN	hack11a
press	NOUN	hack11a
publisher	NOUN	hack11a
limbo	NOUN	hack11a
misconception	NOUN	hack11a
case	NOUN	hack11a
people	NOUN	hack11a
debt	NOUN	hack11a
truth	NOUN	hack11a
government	NOUN	hack11a
case	NOUN	hack11a
family	NOUN	hack11a
hock	NOUN	hack11a
case	NOUN	hack11a
sound	NOUN	hack11a
bite	NOUN	hack11a
buck	NOUN	hack11a
case	NOUN	hack11a
element	NOUN	hack11a
report	NOUN	hack11a
case	NOUN	hack11a
element	NOUN	hack11a
cop	NOUN	hack11a
wince	NOUN	hack11a
shake	NOUN	hack11a
head	NOUN	hack11a
credibility	NOUN	hack11a
crackdown	NOUN	hack11a
agent	NOUN	hack11a
tatter	NOUN	hack11a
crackdown	NOUN	hack11a
fact	NOUN	hack11a
charge	NOUN	hack11a
document	NOUN	hack11a
sentencing	NOUN	hack11a
prosecutor	NOUN	hack11a
jail	NOUN	hack11a
time	NOUN	hack11a
need	NOUN	hack11a
message	NOUN	hack11a
